1,2,3,4,5,6,7,8,9,10
6.593,2608.9,128.14,671.46,10916,1083.6,8.4557,10916,0.0408,44.528
6.594,2609.6,128.14,671.5,10916,1083.7,8.4569,10916,0.0408,44.528
6.595,2610.2,128.14,671.55,10916,1083.8,8.4582,10916,0.0408,44.528
6.596,2610.9,128.14,671.59,10916,1084,8.4594,10916,0.0408,44.528
6.597,2611.6,128.14,671.64,10916,1084.1,8.4607,10916,0.0408,44.528
6.598,2612.3,128.13,671.68,10916,1084.3,8.4619,10916,0.0408,44.528
6.599,2612.9,128.13,671.73,10916,1084.4,8.4632,10916,0.0408,44.528
6.6,2613.6,128.13,671.77,10916,1084.6,8.4645,10916,0.0408,44.528
6.601,2614.3,128.13,671.82,10916,1084.7,8.4657,10916,0.0408,44.529
6.602,2614.9,128.13,671.86,10916,1084.9,8.467,10916,0.0408,44.529
6.603,2615.6,128.12,671.91,10916,1085,8.4682,10916,0.0408,44.529
6.604,2616.3,128.12,671.95,10916,1085.1,8.4695,10916,0.0408,44.529
6.605,2617,128.12,671.99,10916,1085.3,8.4707,10916,0.0408,44.529
6.606,2617.6,128.12,672.04,10916,1085.4,8.472,10916,0.0408,44.529
6.607,2618.3,128.12,672.08,10916,1085.6,8.4733,10916,0.0408,44.529
6.608,2619,128.11,672.13,10916,1085.7,8.4745,10916,0.0408,44.529
6.609,2619.6,128.11,672.17,10916,1085.9,8.4758,10916,0.0408,44.529
6.61,2620.3,128.11,672.22,10916,1086,8.477,10916,0.0408,44.529
6.611,2621,128.11,672.26,10916,1086.1,8.4783,10916,0.0408,44.53
6.612,2621.7,128.1,672.31,10916,1086.3,8.4796,10916,0.0408,44.53
6.613,2622.3,128.1,672.35,10916,1086.4,8.4808,10916,0.0408,44.53
6.614,2623,128.1,672.4,10916,1086.6,8.4821,10916,0.0408,44.53
6.615,2623.7,128.1,672.44,10916,1086.7,8.4833,10916,0.0408,44.53
6.616,2624.3,128.1,672.48,10916,1086.9,8.4846,10916,0.0408,44.53
6.617,2625,128.09,672.53,10916,1087,8.4859,10916,0.0408,44.53
6.618,2625.7,128.09,672.57,10916,1087.2,8.4871,10916,0.0408,44.53
6.619,2626.4,128.09,672.62,10916,1087.3,8.4884,10916,0.0408,44.53
6.62,2627,128.09,672.66,10916,1087.4,8.4896,10916,0.0408,44.531
6.621,2627.7,128.09,672.71,10916,1087.6,8.4909,10916,0.0408,44.531
6.622,2628.4,128.08,672.75,10916,1087.7,8.4922,10916,0.0408,44.531
6.623,2629.1,128.08,672.8,10916,1087.9,8.4934,10916,0.0408,44.531
6.624,2629.7,128.08,672.84,10916,1088,8.4947,10916,0.0408,44.531
6.625,2630.4,128.08,672.89,10916,1088.2,8.4959,10916,0.0408,44.531
6.626,2631.1,128.08,672.93,10916,1088.3,8.4972,10916,0.0408,44.531
6.627,2631.7,128.07,672.97,10916,1088.4,8.4985,10916,0.0408,44.531
6.628,2632.4,128.07,673.02,10916,1088.6,8.4997,10916,0.0408,44.531
6.629,2633.1,128.07,673.06,10916,1088.7,8.501,10916,0.0408,44.532
6.63,2633.8,128.07,673.11,10916,1088.9,8.5022,10916,0.0408,44.532
6.631,2634.4,128.07,673.15,10916,1089,8.5035,10916,0.0408,44.532
6.632,2635.1,128.06,673.2,10916,1089.2,8.5048,10916,0.0408,44.532
6.633,2635.8,128.06,673.24,10916,1089.3,8.506,10916,0.0408,44.532
6.634,2636.5,128.06,673.29,10916,1089.5,8.5073,10916,0.0408,44.532
6.635,2637.1,128.06,673.33,10916,1089.6,8.5086,10916,0.0408,44.532
6.636,2637.8,128.06,673.38,10916,1089.7,8.5098,10916,0.0408,44.532
6.637,2638.5,128.05,673.42,10916,1089.9,8.5111,10916,0.0408,44.532
6.638,2639.2,128.05,673.46,10916,1090,8.5123,10916,0.0408,44.532
6.639,2639.8,128.05,673.51,10916,1090.2,8.5136,10916,0.0408,44.533
6.64,2640.5,128.05,673.55,10916,1090.3,8.5149,10916,0.0408,44.533
6.641,2641.2,128.05,673.6,10916,1090.5,8.5161,10916,0.0408,44.533
6.642,2641.8,128.04,673.64,10916,1090.6,8.5174,10916,0.0408,44.533
6.643,2642.5,128.04,673.69,10916,1090.8,8.5187,10916,0.0408,44.533
6.644,2643.2,128.04,673.73,10916,1090.9,8.5199,10916,0.0408,44.533
6.645,2643.9,128.04,673.78,10916,1091,8.5212,10916,0.0408,44.533
6.646,2644.5,128.03,673.82,10916,1091.2,8.5224,10916,0.0408,44.533
6.647,2645.2,128.03,673.86,10916,1091.3,8.5237,10916,0.0408,44.533
6.648,2645.9,128.03,673.91,10916,1091.5,8.525,10916,0.0408,44.534
6.649,2646.6,128.03,673.95,10916,1091.6,8.5262,10916,0.0408,44.534
6.65,2647.2,128.03,674,10916,1091.8,8.5275,10916,0.0408,44.534
6.651,2647.9,128.02,674.04,10916,1091.9,8.5288,10916,0.0408,44.534
6.652,2648.6,128.02,674.09,10916,1092.1,8.53,10916,0.0408,44.534
6.653,2649.3,128.02,674.13,10916,1092.2,8.5313,10916,0.0408,44.534
6.654,2649.9,128.02,674.18,10916,1092.3,8.5326,10916,0.0408,44.534
6.655,2650.6,128.02,674.22,10916,1092.5,8.5338,10916,0.0408,44.534
6.656,2651.3,128.01,674.27,10916,1092.6,8.5351,10916,0.0408,44.534
6.657,2652,128.01,674.31,10916,1092.8,8.5363,10916,0.0408,44.534
6.658,2652.6,128.01,674.35,10916,1092.9,8.5376,10916,0.0408,44.535
6.659,2653.3,128.01,674.4,10916,1093.1,8.5389,10916,0.0408,44.535
6.66,2654,128.01,674.44,10916,1093.2,8.5401,10916,0.0408,44.535
6.661,2654.7,128,674.49,10916,1093.4,8.5414,10916,0.0408,44.535
6.662,2655.3,128,674.53,10916,1093.5,8.5427,10916,0.0408,44.535
6.663,2656,128,674.58,10916,1093.6,8.5439,10916,0.0408,44.535
6.664,2656.7,128,674.62,10916,1093.8,8.5452,10916,0.0408,44.535
6.665,2657.4,128,674.67,10916,1093.9,8.5465,10916,0.0408,44.535
6.666,2658,127.99,674.71,10916,1094.1,8.5477,10916,0.0408,44.535
6.667,2658.7,127.99,674.76,10916,1094.2,8.549,10916,0.0408,44.535
6.668,2659.4,127.99,674.8,10916,1094.4,8.5503,10916,0.0408,44.536
6.669,2660.1,127.99,674.84,10916,1094.5,8.5515,10916,0.0408,44.536
6.67,2660.7,127.99,674.89,10916,1094.7,8.5528,10916,0.0408,44.536
6.671,2661.4,127.98,674.93,10916,1094.8,8.5541,10916,0.0408,44.536
6.672,2662.1,127.98,674.98,10916,1094.9,8.5553,10916,0.0408,44.536
6.673,2662.8,127.98,675.02,10916,1095.1,8.5566,10916,0.0408,44.536
6.674,2663.4,127.98,675.07,10916,1095.2,8.5579,10916,0.0408,44.536
6.675,2664.1,127.98,675.11,10916,1095.4,8.5591,10916,0.0408,44.536
6.676,2664.8,127.97,675.16,10916,1095.5,8.5604,10916,0.0408,44.536
6.677,2665.5,127.97,675.2,10916,1095.7,8.5617,10916,0.0408,44.537
6.678,2666.1,127.97,675.25,10916,1095.8,8.5629,10916,0.0408,44.537
6.679,2666.8,127.97,675.29,10916,1096,8.5642,10916,0.0408,44.537
6.68,2667.5,127.97,675.33,10916,1096.1,8.5655,10916,0.0408,44.537
6.681,2668.2,127.96,675.38,10916,1096.2,8.5667,10916,0.0408,44.537
6.682,2668.8,127.96,675.42,10916,1096.4,8.568,10916,0.0408,44.537
6.683,2669.5,127.96,675.47,10916,1096.5,8.5693,10916,0.0408,44.537
6.684,2670.2,127.96,675.51,10916,1096.7,8.5705,10916,0.0408,44.537
6.685,2670.9,127.95,675.56,10916,1096.8,8.5718,10916,0.0408,44.537
6.686,2671.5,127.95,675.6,10916,1097,8.5731,10916,0.0408,44.537
6.687,2672.2,127.95,675.65,10916,1097.1,8.5743,10916,0.0408,44.538
6.688,2672.9,127.95,675.69,10916,1097.3,8.5756,10916,0.0408,44.538
6.689,2673.6,127.95,675.74,10916,1097.4,8.5769,10916,0.0408,44.538
6.69,2674.2,127.94,675.78,10916,1097.5,8.5781,10916,0.0408,44.538
6.691,2674.9,127.94,675.82,10916,1097.7,8.5794,10916,0.0408,44.538
6.692,2675.6,127.94,675.87,10916,1097.8,8.5807,10916,0.0408,44.538
6.693,2676.3,127.94,675.91,10916,1098,8.582,10916,0.0408,44.538
6.694,2676.9,127.94,675.96,10916,1098.1,8.5832,10916,0.0408,44.538
6.695,2677.6,127.93,676,10916,1098.3,8.5845,10916,0.0408,44.538
6.696,2678.3,127.93,676.05,10916,1098.4,8.5858,10916,0.0408,44.538
6.697,2679,127.93,676.09,10916,1098.6,8.587,10916,0.0408,44.539
6.698,2679.6,127.93,676.14,10916,1098.7,8.5883,10916,0.0408,44.539
6.699,2680.3,127.93,676.18,10916,1098.8,8.5896,10916,0.0408,44.539
6.7,2681,127.92,676.23,10916,1099,8.5908,10916,0.0408,44.539
6.701,2681.7,127.92,676.27,10916,1099.1,8.5921,10916,0.0408,44.539
6.702,2682.3,127.92,676.31,10916,1099.3,8.5934,10916,0.0408,44.539
6.703,2683,127.92,676.36,10916,1099.4,8.5946,10916,0.0408,44.539
6.704,2683.7,127.92,676.4,10916,1099.6,8.5959,10916,0.0408,44.539
6.705,2684.4,127.91,676.45,10916,1099.7,8.5972,10916,0.0408,44.539
6.706,2685.1,127.91,676.49,10916,1099.9,8.5985,10916,0.0408,44.539
6.707,2685.7,127.91,676.54,10916,1100,8.5997,10916,0.0408,44.54
6.708,2686.4,127.91,676.58,10916,1100.2,8.601,10916,0.0408,44.54
6.709,2687.1,127.91,676.63,10916,1100.3,8.6023,10916,0.0408,44.54
6.71,2687.8,127.9,676.67,10916,1100.4,8.6035,10916,0.0408,44.54
6.711,2688.4,127.9,676.72,10916,1100.6,8.6048,10916,0.0408,44.54
6.712,2689.1,127.9,676.76,10916,1100.7,8.6061,10916,0.0408,44.54
6.713,2689.8,127.9,676.8,10916,1100.9,8.6074,10916,0.0408,44.54
6.714,2690.5,127.9,676.85,10916,1101,8.6086,10916,0.0408,44.54
6.715,2691.1,127.89,676.89,10916,1101.2,8.6099,10916,0.0408,44.54
6.716,2691.8,127.89,676.94,10916,1101.3,8.6112,10916,0.0408,44.54
6.717,2692.5,127.89,676.98,10916,1101.5,8.6124,10916,0.0408,44.541
6.718,2693.2,127.89,677.03,10916,1101.6,8.6137,10916,0.0408,44.541
6.719,2693.9,127.88,677.07,10916,1101.7,8.615,10916,0.0408,44.541
6.72,2694.5,127.88,677.12,10916,1101.9,8.6163,10916,0.0408,44.541
6.721,2695.2,127.88,677.16,10916,1102,8.6175,10916,0.0408,44.541
6.722,2695.9,127.88,677.21,10916,1102.2,8.6188,10916,0.0408,44.541
6.723,2696.6,127.88,677.25,10916,1102.3,8.6201,10916,0.0408,44.541
6.724,2697.2,127.87,677.29,10916,1102.5,8.6213,10916,0.0408,44.541
6.725,2697.9,127.87,677.34,10916,1102.6,8.6226,10916,0.0408,44.541
6.726,2698.6,127.87,677.38,10916,1102.8,8.6239,10916,0.0408,44.541
6.727,2699.3,127.87,677.43,10916,1102.9,8.6252,10916,0.0408,44.542
6.728,2699.9,127.87,677.47,10916,1103,8.6264,10916,0.0408,44.542
6.729,2700.6,127.86,677.52,10916,1103.2,8.6277,10916,0.0408,44.542
6.73,2701.3,127.86,677.56,10916,1103.3,8.629,10916,0.0408,44.542
6.731,2702,127.86,677.61,10916,1103.5,8.6303,10916,0.0408,44.542
6.732,2702.7,127.86,677.65,10916,1103.6,8.6315,10916,0.0408,44.542
6.733,2703.3,127.86,677.7,10916,1103.8,8.6328,10916,0.0408,44.542
6.734,2704,127.85,677.74,10916,1103.9,8.6341,10916,0.0408,44.542
6.735,2704.7,127.85,677.78,10916,1104.1,8.6353,10916,0.0408,44.542
6.736,2705.4,127.85,677.83,10916,1104.2,8.6366,10916,0.0408,44.542
6.737,2706,127.85,677.87,10916,1104.4,8.6379,10916,0.0408,44.543
6.738,2706.7,127.85,677.92,10916,1104.5,8.6392,10916,0.0408,44.543
6.739,2707.4,127.84,677.96,10916,1104.6,8.6404,10916,0.0408,44.543
6.74,2708.1,127.84,678.01,10916,1104.8,8.6417,10916,0.0408,44.543
6.741,2708.8,127.84,678.05,10916,1104.9,8.643,10916,0.0408,44.543
6.742,2709.4,127.84,678.1,10916,1105.1,8.6443,10916,0.0408,44.543
6.743,2710.1,127.84,678.14,10916,1105.2,8.6455,10916,0.0408,44.543
6.744,2710.8,127.83,678.19,10916,1105.4,8.6468,10916,0.0408,44.543
6.745,2711.5,127.83,678.23,10916,1105.5,8.6481,10916,0.0408,44.543
6.746,2712.2,127.83,678.27,10916,1105.7,8.6494,10916,0.0408,44.543
6.747,2712.8,127.83,678.32,10916,1105.8,8.6506,10916,0.0408,44.543
6.748,2713.5,127.83,678.36,10916,1106,8.6519,10916,0.0408,44.544
6.749,2714.2,127.82,678.41,10916,1106.1,8.6532,10916,0.0408,44.544
6.75,2714.9,127.82,678.45,10916,1106.2,8.6545,10916,0.0408,44.544
6.751,2715.5,127.82,678.5,10916,1106.4,8.6557,10916,0.0408,44.544
6.752,2716.2,127.82,678.54,10916,1106.5,8.657,10916,0.0408,44.544
6.753,2716.9,127.82,678.59,10916,1106.7,8.6583,10916,0.0408,44.544
6.754,2717.6,127.81,678.63,10916,1106.8,8.6596,10916,0.0408,44.544
6.755,2718.3,127.81,678.68,10916,1107,8.6608,10916,0.0408,44.544
6.756,2718.9,127.81,678.72,10916,1107.1,8.6621,10916,0.0408,44.544
6.757,2719.6,127.81,678.76,10916,1107.3,8.6634,10916,0.0408,44.544
6.758,2720.3,127.8,678.81,10916,1107.4,8.6647,10916,0.0408,44.545
6.759,2721,127.8,678.85,10916,1107.6,8.666,10916,0.0408,44.545
6.76,2721.7,127.8,678.9,10916,1107.7,8.6672,10916,0.0408,44.545
6.761,2722.3,127.8,678.94,10916,1107.8,8.6685,10916,0.0408,44.545
6.762,2723,127.8,678.99,10916,1108,8.6698,10916,0.0408,44.545
6.763,2723.7,127.79,679.03,10916,1108.1,8.6711,10916,0.0408,44.545
6.764,2724.4,127.79,679.08,10916,1108.3,8.6723,10916,0.0408,44.545
6.765,2725,127.79,679.12,10916,1108.4,8.6736,10916,0.0408,44.545
6.766,2725.7,127.79,679.17,10916,1108.6,8.6749,10916,0.0408,44.545
6.767,2726.4,127.79,679.21,10916,1108.7,8.6762,10916,0.0408,44.545
6.768,2727.1,127.78,679.25,10916,1108.9,8.6774,10916,0.0408,44.546
6.769,2727.8,127.78,679.3,10916,1109,8.6787,10916,0.0408,44.546
6.77,2728.4,127.78,679.34,10916,1109.1,8.68,10916,0.0408,44.546
6.771,2729.1,127.78,679.39,10916,1109.3,8.6813,10916,0.0408,44.546
6.772,2729.8,127.78,679.43,10916,1109.4,8.6826,10916,0.0408,44.546
6.773,2730.5,127.77,679.48,10916,1109.6,8.6838,10916,0.0408,44.546
6.774,2731.2,127.77,679.52,10916,1109.7,8.6851,10916,0.0408,44.546
6.775,2731.8,127.77,679.57,10916,1109.9,8.6864,10916,0.0408,44.546
6.776,2732.5,127.77,679.61,10916,1110,8.6877,10916,0.0408,44.546
6.777,2733.2,127.77,679.66,10916,1110.2,8.6889,10916,0.0408,44.546
6.778,2733.9,127.76,679.7,10916,1110.3,8.6902,10916,0.0408,44.546
6.779,2734.6,127.76,679.74,10916,1110.5,8.6915,10916,0.0408,44.547
6.78,2735.2,127.76,679.79,10916,1110.6,8.6928,10916,0.0408,44.547
6.781,2735.9,127.76,679.83,10916,1110.8,8.6941,10916,0.0408,44.547
6.782,2736.6,127.76,679.88,10916,1110.9,8.6953,10916,0.0408,44.547
6.783,2737.3,127.75,679.92,10916,1111,8.6966,10916,0.0408,44.547
6.784,2738,127.75,679.97,10916,1111.2,8.6979,10916,0.0408,44.547
6.785,2738.6,127.75,680.01,10916,1111.3,8.6992,10916,0.0408,44.547
6.786,2739.3,127.75,680.06,10916,1111.5,8.7005,10916,0.0408,44.547
6.787,2740,127.75,680.1,10916,1111.6,8.7017,10916,0.0408,44.547
6.788,2740.7,127.74,680.15,10916,1111.8,8.703,10916,0.0408,44.547
6.789,2741.4,127.74,680.19,10916,1111.9,8.7043,10916,0.0408,44.548
6.79,2742,127.74,680.23,10916,1112.1,8.7056,10916,0.0408,44.548
6.791,2742.7,127.74,680.28,10916,1112.2,8.7069,10916,0.0408,44.548
6.792,2743.4,127.73,680.32,10916,1112.4,8.7081,10916,0.0408,44.548
6.793,2744.1,127.73,680.37,10916,1112.5,8.7094,10916,0.0408,44.548
6.794,2744.8,127.73,680.41,10916,1112.6,8.7107,10916,0.0408,44.548
6.795,2745.4,127.73,680.46,10916,1112.8,8.712,10916,0.0408,44.548
6.796,2746.1,127.73,680.5,10916,1112.9,8.7133,10916,0.0408,44.548
6.797,2746.8,127.72,680.55,10916,1113.1,8.7145,10916,0.0408,44.548
6.798,2747.5,127.72,680.59,10916,1113.2,8.7158,10916,0.0408,44.548
6.799,2748.2,127.72,680.64,10916,1113.4,8.7171,10916,0.0408,44.548
6.8,2748.8,127.72,680.68,10916,1113.5,8.7184,10916,0.0408,44.549
6.801,2749.5,127.72,680.72,10916,1113.7,8.7197,10916,0.0408,44.549
6.802,2750.2,127.71,680.77,10916,1113.8,8.721,10916,0.0408,44.549
6.803,2750.9,127.71,680.81,10916,1114,8.7222,10916,0.0408,44.549
6.804,2751.6,127.71,680.86,10916,1114.1,8.7235,10916,0.0408,44.549
6.805,2752.2,127.71,680.9,10916,1114.2,8.7248,10916,0.0408,44.549
6.806,2752.9,127.71,680.95,10916,1114.4,8.7261,10916,0.0408,44.549
6.807,2753.6,127.7,680.99,10916,1114.5,8.7274,10916,0.0408,44.549
6.808,2754.3,127.7,681.04,10916,1114.7,8.7286,10916,0.0408,44.549
6.809,2755,127.7,681.08,10916,1114.8,8.7299,10916,0.0408,44.549
6.81,2755.7,127.7,681.13,10916,1115,8.7312,10916,0.0408,44.549
6.811,2756.3,127.7,681.17,10916,1115.1,8.7325,10916,0.0408,44.55
6.812,2757,127.69,681.21,10916,1115.3,8.7338,10916,0.0408,44.55
6.813,2757.7,127.69,681.26,10916,1115.4,8.7351,10916,0.0408,44.55
6.814,2758.4,127.69,681.3,10916,1115.6,8.7363,10916,0.0408,44.55
6.815,2759.1,127.69,681.35,10916,1115.7,8.7376,10916,0.0408,44.55
6.816,2759.7,127.69,681.39,10916,1115.9,8.7389,10916,0.0408,44.55
6.817,2760.4,127.68,681.44,10916,1116,8.7402,10916,0.0408,44.55
6.818,2761.1,127.68,681.48,10916,1116.1,8.7415,10916,0.0408,44.55
6.819,2761.8,127.68,681.53,10916,1116.3,8.7428,10916,0.0408,44.55
6.82,2762.5,127.68,681.57,10916,1116.4,8.744,10916,0.0408,44.55
6.821,2763.1,127.68,681.62,10916,1116.6,8.7453,10916,0.0408,44.55
6.822,2763.8,127.67,681.66,10916,1116.7,8.7466,10916,0.0408,44.551
6.823,2764.5,127.67,681.7,10916,1116.9,8.7479,10916,0.0408,44.551
6.824,2765.2,127.67,681.75,10916,1117,8.7492,10916,0.0408,44.551
6.825,2765.9,127.67,681.79,10916,1117.2,8.7505,10916,0.0408,44.551
6.826,2766.6,127.67,681.84,10916,1117.3,8.7517,10916,0.0408,44.551
6.827,2767.2,127.66,681.88,10916,1117.5,8.753,10916,0.0408,44.551
6.828,2767.9,127.66,681.93,10916,1117.6,8.7543,10916,0.0408,44.551
6.829,2768.6,127.66,681.97,10916,1117.7,8.7556,10916,0.0408,44.551
6.83,2769.3,127.66,682.02,10916,1117.9,8.7569,10916,0.0408,44.551
6.831,2770,127.65,682.06,10916,1118,8.7582,10916,0.0408,44.551
6.832,2770.6,127.65,682.11,10916,1118.2,8.7595,10916,0.0408,44.552
6.833,2771.3,127.65,682.15,10916,1118.3,8.7607,10916,0.0408,44.552
6.834,2772,127.65,682.19,10916,1118.5,8.762,10916,0.0408,44.552
6.835,2772.7,127.65,682.24,10916,1118.6,8.7633,10916,0.0408,44.552
6.836,2773.4,127.64,682.28,10916,1118.8,8.7646,10916,0.0408,44.552
6.837,2774.1,127.64,682.33,10916,1118.9,8.7659,10916,0.0408,44.552
6.838,2774.7,127.64,682.37,10916,1119.1,8.7672,10916,0.0408,44.552
6.839,2775.4,127.64,682.42,10916,1119.2,8.7685,10916,0.0408,44.552
6.84,2776.1,127.64,682.46,10916,1119.4,8.7697,10916,0.0408,44.552
6.841,2776.8,127.63,682.51,10916,1119.5,8.771,10916,0.0408,44.552
6.842,2777.5,127.63,682.55,10916,1119.6,8.7723,10916,0.0408,44.552
6.843,2778.2,127.63,682.6,10916,1119.8,8.7736,10916,0.0408,44.553
6.844,2778.8,127.63,682.64,10916,1119.9,8.7749,10916,0.0408,44.553
6.845,2779.5,127.63,682.68,10916,1120.1,8.7762,10916,0.0408,44.553
6.846,2780.2,127.62,682.73,10916,1120.2,8.7775,10916,0.0408,44.553
6.847,2780.9,127.62,682.77,10916,1120.4,8.7788,10916,0.0408,44.553
6.848,2781.6,127.62,682.82,10916,1120.5,8.78,10916,0.0408,44.553
6.849,2782.3,127.62,682.86,10916,1120.7,8.7813,10916,0.0408,44.553
6.85,2782.9,127.62,682.91,10916,1120.8,8.7826,10916,0.0408,44.553
6.851,2783.6,127.61,682.95,10916,1121,8.7839,10916,0.0408,44.553
6.852,2784.3,127.61,683,10916,1121.1,8.7852,10916,0.0408,44.553
6.853,2785,127.61,683.04,10916,1121.3,8.7865,10916,0.0408,44.553
6.854,2785.7,127.61,683.09,10916,1121.4,8.7878,10916,0.0408,44.553
6.855,2786.3,127.61,683.13,10916,1121.5,8.7891,10916,0.0408,44.554
6.856,2787,127.6,683.17,10916,1121.7,8.7903,10916,0.0408,44.554
6.857,2787.7,127.6,683.22,10916,1121.8,8.7916,10916,0.0408,44.554
6.858,2788.4,127.6,683.26,10916,1122,8.7929,10916,0.0408,44.554
6.859,2789.1,127.6,683.31,10916,1122.1,8.7942,10916,0.0408,44.554
6.86,2789.8,127.6,683.35,10916,1122.3,8.7955,10916,0.0408,44.554
6.861,2790.4,127.59,683.4,10916,1122.4,8.7968,10916,0.0408,44.554
6.862,2791.1,127.59,683.44,10916,1122.6,8.7981,10916,0.0408,44.554
6.863,2791.8,127.59,683.49,10916,1122.7,8.7994,10916,0.0408,44.554
6.864,2792.5,127.59,683.53,10916,1122.9,8.8006,10916,0.0408,44.554
6.865,2793.2,127.58,683.58,10916,1123,8.8019,10916,0.0408,44.554
6.866,2793.9,127.58,683.62,10916,1123.2,8.8032,10916,0.0408,44.555
6.867,2794.6,127.58,683.66,10916,1123.3,8.8045,10916,0.0408,44.555
6.868,2795.2,127.58,683.71,10916,1123.5,8.8058,10916,0.0408,44.555
6.869,2795.9,127.58,683.75,10916,1123.6,8.8071,10916,0.0408,44.555
6.87,2796.6,127.57,683.8,10916,1123.7,8.8084,10916,0.0408,44.555
6.871,2797.3,127.57,683.84,10916,1123.9,8.8097,10916,0.0408,44.555
6.872,2798,127.57,683.89,10916,1124,8.811,10916,0.0408,44.555
6.873,2798.7,127.57,683.93,10916,1124.2,8.8123,10916,0.0408,44.555
6.874,2799.3,127.57,683.98,10916,1124.3,8.8135,10916,0.0408,44.555
6.875,2800,127.56,684.02,10916,1124.5,8.8148,10916,0.0408,44.555
6.876,2800.7,127.56,684.07,10916,1124.6,8.8161,10916,0.0408,44.555
6.877,2801.4,127.56,684.11,10916,1124.8,8.8174,10916,0.0408,44.556
6.878,2802.1,127.56,684.16,10916,1124.9,8.8187,10916,0.0408,44.556
6.879,2802.8,127.56,684.2,10916,1125.1,8.82,10916,0.0408,44.556
6.88,2803.4,127.55,684.24,10916,1125.2,8.8213,10916,0.0408,44.556
6.881,2804.1,127.55,684.29,10916,1125.4,8.8226,10916,0.0408,44.556
6.882,2804.8,127.55,684.33,10916,1125.5,8.8239,10916,0.0408,44.556
6.883,2805.5,127.55,684.38,10916,1125.6,8.8252,10916,0.0408,44.556
6.884,2806.2,127.55,684.42,10916,1125.8,8.8265,10916,0.0408,44.556
6.885,2806.9,127.54,684.47,10916,1125.9,8.8277,10916,0.0408,44.556
6.886,2807.5,127.54,684.51,10916,1126.1,8.829,10916,0.0408,44.556
6.887,2808.2,127.54,684.56,10916,1126.2,8.8303,10916,0.0408,44.556
6.888,2808.9,127.54,684.6,10916,1126.4,8.8316,10916,0.0408,44.556
6.889,2809.6,127.54,684.65,10916,1126.5,8.8329,10916,0.0408,44.557
6.89,2810.3,127.53,684.69,10916,1126.7,8.8342,10916,0.0408,44.557
6.891,2811,127.53,684.73,10916,1126.8,8.8355,10916,0.0408,44.557
6.892,2811.7,127.53,684.78,10916,1127,8.8368,10916,0.0408,44.557
6.893,2812.3,127.53,684.82,10916,1127.1,8.8381,10916,0.0408,44.557
6.894,2813,127.53,684.87,10916,1127.3,8.8394,10916,0.0408,44.557
6.895,2813.7,127.52,684.91,10916,1127.4,8.8407,10916,0.0408,44.557
6.896,2814.4,127.52,684.96,10916,1127.6,8.842,10916,0.0408,44.557
6.897,2815.1,127.52,685,10916,1127.7,8.8433,10916,0.0408,44.557
6.898,2815.8,127.52,685.05,10916,1127.8,8.8445,10916,0.0408,44.557
6.899,2816.5,127.52,685.09,10916,1128,8.8458,10916,0.0408,44.557
6.9,2817.1,127.51,685.14,10916,1128.1,8.8471,10916,0.0408,44.558
6.901,2817.8,127.51,685.18,10916,1128.3,8.8484,10916,0.0408,44.558
6.902,2818.5,127.51,685.22,10916,1128.4,8.8497,10916,0.0408,44.558
6.903,2819.2,127.51,685.27,10916,1128.6,8.851,10916,0.0408,44.558
6.904,2819.9,127.5,685.31,10916,1128.7,8.8523,10916,0.0408,44.558
6.905,2820.6,127.5,685.36,10916,1128.9,8.8536,10916,0.0408,44.558
6.906,2821.2,127.5,685.4,10916,1129,8.8549,10916,0.0408,44.558
6.907,2821.9,127.5,685.45,10916,1129.2,8.8562,10916,0.0408,44.558
6.908,2822.6,127.5,685.49,10916,1129.3,8.8575,10916,0.0408,44.558
6.909,2823.3,127.49,685.54,10916,1129.5,8.8588,10916,0.0408,44.558
6.91,2824,127.49,685.58,10916,1129.6,8.8601,10916,0.0408,44.558
6.911,2824.7,127.49,685.63,10916,1129.8,8.8614,10916,0.0408,44.558
6.912,2825.4,127.49,685.67,10916,1129.9,8.8627,10916,0.0408,44.559
6.913,2826,127.49,685.71,10916,1130.1,8.864,10916,0.0408,44.559
6.914,2826.7,127.48,685.76,10916,1130.2,8.8652,10916,0.0408,44.559
6.915,2827.4,127.48,685.8,10916,1130.3,8.8665,10916,0.0408,44.559
6.916,2828.1,127.48,685.85,10916,1130.5,8.8678,10916,0.0408,44.559
6.917,2828.8,127.48,685.89,10916,1130.6,8.8691,10916,0.0408,44.559
6.918,2829.5,127.48,685.94,10916,1130.8,8.8704,10916,0.0408,44.559
6.919,2830.2,127.47,685.98,10916,1130.9,8.8717,10916,0.0408,44.559
6.92,2830.8,127.47,686.03,10916,1131.1,8.873,10916,0.0408,44.559
6.921,2831.5,127.47,686.07,10916,1131.2,8.8743,10916,0.0408,44.559
6.922,2832.2,127.47,686.12,10916,1131.4,8.8756,10916,0.0408,44.559
6.923,2832.9,127.47,686.16,10916,1131.5,8.8769,10916,0.0408,44.559
6.924,2833.6,127.46,686.2,10916,1131.7,8.8782,10916,0.0408,44.56
6.925,2834.3,127.46,686.25,10916,1131.8,8.8795,10916,0.0408,44.56
6.926,2835,127.46,686.29,10916,1132,8.8808,10916,0.0408,44.56
6.927,2835.7,127.46,686.34,10916,1132.1,8.8821,10916,0.0408,44.56
6.928,2836.3,127.46,686.38,10916,1132.3,8.8834,10916,0.0408,44.56
6.929,2837,127.45,686.43,10916,1132.4,8.8847,10916,0.0408,44.56
