t,isp (s),cstar (m/s),Tc (K),Pc (kPA),T (lbf),mdot(lbm),mdot (kg),,,T (lbf),massLoss,Lb loss,Acceleration G's,T (lbf),massLoss,Lb loss,Acceleration G's,,,0,T (N)
4.76,225.8656406,1646.49652,3636.184205,1282.492414,460.9786598,2.400284758,1.088752147,,,460.9786598,6.139319721,13.50650339,4.374379513,460.9786598,6.139319721,13.50650339,4.374379513,,,4.76,2050.525274
4.77,225.8546261,1646.490978,3636.15021,1282.090037,460.8131059,2.399539746,1.088414215,,,460.8131059,6.150207242,13.53045593,4.373802655,460.8131059,6.150207242,13.53045593,4.373802655,,,4.77,2049.788858
4.78,225.8435953,1646.48543,3636.116173,1281.687224,460.6473767,2.398793921,1.088075914,,,460.6473767,6.161091385,13.55440105,4.373223561,460.6473767,6.161091385,13.55440105,4.373223561,,,4.78,2049.051661
4.79,225.8325482,1646.479875,3636.082093,1281.283973,460.4814718,2.39804728,1.087737243,,,460.4814718,6.171972144,13.57833872,4.372642226,460.4814718,6.171972144,13.57833872,4.372642226,,,4.79,2048.313683
4.8,225.8214848,1646.474314,3636.047971,1280.880283,460.3153906,2.397299822,1.087398201,,,460.3153906,6.182849516,13.60226894,4.372058644,460.3153906,6.182849516,13.60226894,4.372058644,,,4.8,2047.57492
4.81,225.810405,1646.468747,3636.013806,1280.476153,460.1491329,2.396551545,1.087058788,,,460.1491329,6.193723498,13.6261917,4.371472809,460.1491329,6.193723498,13.6261917,4.371472809,,,4.81,2046.835373
4.82,225.7993088,1646.463174,3635.979598,1280.071582,459.9826981,2.395802448,1.086719003,,,459.9826981,6.204594086,13.65010699,4.370884716,459.9826981,6.204594086,13.65010699,4.370884716,,,4.82,2046.095038
4.83,225.7881961,1646.457594,3635.945347,1279.666569,459.816086,2.395052527,1.086378844,,,459.816086,6.215461276,13.67401481,4.370294359,459.816086,6.215461276,13.67401481,4.370294359,,,4.83,2045.353914
4.84,225.7770669,1646.452008,3635.911054,1279.261113,459.649296,2.394301781,1.086038311,,,459.649296,6.226325065,13.69791514,4.369701732,459.649296,6.226325065,13.69791514,4.369701732,,,4.84,2044.611998
4.85,225.7659212,1646.446416,3635.876717,1278.855214,459.4823277,2.393550208,1.085697403,,,459.4823277,6.237185448,13.72180798,4.369106829,459.4823277,6.237185448,13.72180798,4.369106829,,,4.85,2043.86929
4.86,225.7547588,1646.440817,3635.842336,1278.448869,459.3151808,2.392797806,1.085356118,,,459.3151808,6.248042422,13.74569333,4.368509645,459.3151808,6.248042422,13.74569333,4.368509645,,,4.86,2043.125787
4.87,225.7435798,1646.435212,3635.807913,1278.042078,459.1478548,2.392044573,1.085014457,,,459.1478548,6.258895983,13.76957116,4.367910174,459.1478548,6.258895983,13.76957116,4.367910174,,,4.87,2042.381488
4.88,225.732384,1646.4296,3635.773445,1277.634839,458.9803493,2.391290507,1.084672419,,,458.9803493,6.269746127,13.79344148,4.36730841,458.9803493,6.269746127,13.79344148,4.36730841,,,4.88,2041.63639
4.89,225.7211716,1646.423982,3635.738935,1277.227153,458.8126638,2.390535607,1.084330001,,,458.8126638,6.280592852,13.81730427,4.366704347,458.8126638,6.280592852,13.81730427,4.366704347,,,4.89,2040.890491
4.9,225.7099423,1646.418358,3635.70438,1276.819017,458.644798,2.389779869,1.083987204,,,458.644798,6.291436152,13.84115953,4.36609798,458.644798,6.291436152,13.84115953,4.36609798,,,4.9,2040.14379
4.91,225.6986961,1646.412727,3635.669782,1276.41043,458.4767513,2.389023292,1.083644026,,,458.4767513,6.302276024,13.86500725,4.365489302,458.4767513,6.302276024,13.86500725,4.365489302,,,4.91,2039.396285
4.92,225.6874331,1646.40709,3635.635139,1276.001392,458.3085234,2.388265875,1.083300467,,,458.3085234,6.313112464,13.88884742,4.364878307,458.3085234,6.313112464,13.88884742,4.364878307,,,4.92,2038.647974
4.93,225.6761521,1646.401504,3635.600458,1275.591901,458.1401117,2.387507614,1.082956525,,,458.1401117,6.323945469,13.91268003,4.364264971,458.1401117,6.323945469,13.91268003,4.364264971,,,4.93,2037.898845
4.94,225.6648563,1646.395853,3635.56573,1275.182002,457.9715225,2.386748508,1.0826122,,,457.9715225,6.334775034,13.93650507,4.363649349,457.9715225,6.334775034,13.93650507,4.363649349,,,4.94,2037.148926
4.95,225.6535423,1646.390195,3635.530955,1274.771601,457.8027482,2.385988554,1.08226749,,,457.8027482,6.345601156,13.96032254,4.363031369,457.8027482,6.345601156,13.96032254,4.363031369,,,4.95,2036.398185
4.96,225.6422112,1646.384531,3635.496135,1274.360745,457.6337909,2.385227752,1.081922396,,,457.6337909,6.356423831,13.98413243,4.362411049,457.6337909,6.356423831,13.98413243,4.362411049,,,4.96,2035.646629
4.97,225.630863,1646.37886,3635.461271,1273.949431,457.4646502,2.384466098,1.081576915,,,457.4646502,6.367243055,14.00793472,4.361788382,457.4646502,6.367243055,14.00793472,4.361788382,,,4.97,2034.894257
4.98,225.6194975,1646.373183,3635.426362,1273.53766,457.2953256,2.38370359,1.081231047,,,457.2953256,6.378058824,14.03172941,4.361163362,457.2953256,6.378058824,14.03172941,4.361163362,,,4.98,2034.141067
4.99,225.6081148,1646.367499,3635.391409,1273.125428,457.1258167,2.382940226,1.08088479,,,457.1258167,6.388871134,14.0555165,4.360535984,457.1258167,6.388871134,14.0555165,4.360535984,,,4.99,2033.387058
5,225.5967149,1646.361808,3635.35641,1272.712736,456.9561229,2.382176005,1.080538145,,,456.9561229,6.399679982,14.07929596,4.359906241,456.9561229,6.399679982,14.07929596,4.359906241,,,5,2032.632226
5.01,225.5852975,1646.356111,3635.321367,1272.299583,456.7862439,2.381410924,1.08019111,,,456.7862439,6.410485364,14.1030678,4.359274127,456.7862439,6.410485364,14.1030678,4.359274127,,,5.01,2031.87657
5.02,225.5738628,1646.350407,3635.286278,1271.885966,456.6161792,2.380644981,1.079843683,,,456.6161792,6.421287275,14.126832,4.358639636,456.6161792,6.421287275,14.126832,4.358639636,,,5.02,2031.120088
5.03,225.5624107,1646.344697,3635.251144,1271.471886,456.4459283,2.379878173,1.079495865,,,456.4459283,6.432085712,14.15058857,4.358002761,456.4459283,6.432085712,14.15058857,4.358002761,,,5.03,2030.362778
5.04,225.550941,1646.33898,3635.215965,1271.05734,456.2754907,2.379110499,1.079147653,,,456.2754907,6.44288067,14.17433747,4.357363497,456.2754907,6.44288067,14.17433747,4.357363497,,,5.04,2029.604638
5.05,225.5394538,1646.333256,3635.18074,1270.642328,456.1048661,2.378341957,1.078799048,,,456.1048661,6.453672147,14.19807872,4.356721837,456.1048661,6.453672147,14.19807872,4.356721837,,,5.05,2028.845665
5.06,225.527949,1646.327526,3635.145469,1270.226849,455.9340539,2.377572543,1.078450047,,,455.9340539,6.464460137,14.2218123,4.356077774,455.9340539,6.464460137,14.2218123,4.356077774,,,5.06,2028.085859
5.07,225.5164265,1646.321788,3635.110153,1269.8109,455.7630537,2.376802257,1.078100651,,,455.7630537,6.475244638,14.2455382,4.355431302,455.7630537,6.475244638,14.2455382,4.355431302,,,5.07,2027.325215
5.08,225.5048864,1646.316045,3635.074791,1269.394482,455.5918649,2.376031095,1.077750857,,,455.5918649,6.486025644,14.26925642,4.354782416,455.5918649,6.486025644,14.26925642,4.354782416,,,5.08,2026.563734
5.09,225.4933285,1646.310294,3635.039383,1268.977593,455.4204872,2.375259056,1.077400666,,,455.4204872,6.496803153,14.29296694,4.354131108,455.4204872,6.496803153,14.29296694,4.354131108,,,5.09,2025.801411
5.1,225.4817527,1646.304537,3635.003928,1268.560231,455.2489201,2.374486136,1.077050075,,,455.2489201,6.507577159,14.31666975,4.353477373,455.2489201,6.507577159,14.31666975,4.353477373,,,5.1,2025.038246
5.11,225.4701591,1646.298772,3634.968427,1268.142396,455.0771629,2.373712335,1.076699084,,,455.0771629,6.51834766,14.34036485,4.352821202,455.0771629,6.51834766,14.34036485,4.352821202,,,5.11,2024.274236
5.12,225.4585476,1646.293001,3634.93288,1267.724086,454.9052154,2.37293765,1.076347693,,,454.9052154,6.529114651,14.36405223,4.352162592,454.9052154,6.529114651,14.36405223,4.352162592,,,5.12,2023.509379
5.13,225.4469181,1646.287224,3634.897287,1267.3053,454.733077,2.372162078,1.075995899,,,454.733077,6.539878128,14.38773188,4.351501534,454.733077,6.539878128,14.38773188,4.351501534,,,5.13,2022.743673
5.14,225.4352706,1646.281439,3634.861646,1266.886037,454.5607471,2.371385617,1.075643702,,,454.5607471,6.550638087,14.41140379,4.350838022,454.5607471,6.550638087,14.41140379,4.350838022,,,5.14,2021.977115
5.15,225.423605,1646.275648,3634.825959,1266.466296,454.3882254,2.370608265,1.0752911,,,454.3882254,6.561394524,14.43506795,4.350172049,454.3882254,6.561394524,14.43506795,4.350172049,,,5.15,2021.209704
5.16,225.4119213,1646.269849,3634.790225,1266.046074,454.2155113,2.36983002,1.074938094,,,454.2155113,6.572147435,14.45872436,4.349503609,454.2155113,6.572147435,14.45872436,4.349503609,,,5.16,2020.441438
5.17,225.4002193,1646.264044,3634.754444,1265.625372,454.0426044,2.369050878,1.074584681,,,454.0426044,6.582896816,14.48237299,4.348832696,454.0426044,6.582896816,14.48237299,4.348832696,,,5.17,2019.672313
5.18,225.3884992,1646.258232,3634.718615,1265.204188,453.8695041,2.368270839,1.07423086,,,453.8695041,6.593642663,14.50601386,4.348159303,453.8695041,6.593642663,14.50601386,4.348159303,,,5.18,2018.902328
5.19,225.3767607,1646.252413,3634.68274,1264.78252,453.6962099,2.367489899,1.073876631,,,453.6962099,6.604384971,14.52964694,4.347483422,453.6962099,6.604384971,14.52964694,4.347483422,,,5.19,2018.131481
5.2,225.3650039,1646.246587,3634.646816,1264.360368,453.5227213,2.366708056,1.073521993,,,453.5227213,6.615123738,14.55327222,4.346805047,453.5227213,6.615123738,14.55327222,4.346805047,,,5.2,2017.359769
5.21,225.3532286,1646.240754,3634.610846,1263.937729,453.3490379,2.365925308,1.073166944,,,453.3490379,6.625858958,14.57688971,4.346124172,453.3490379,6.625858958,14.57688971,4.346124172,,,5.21,2016.58719
5.22,225.3414349,1646.234914,3634.574827,1263.514603,453.175159,2.365141652,1.072811483,,,453.175159,6.636590627,14.60049938,4.345440789,453.175159,6.636590627,14.60049938,4.345440789,,,5.22,2015.813742
5.23,225.3296227,1646.229068,3634.53876,1263.090989,453.0010843,2.364357086,1.07245561,,,453.0010843,6.647318742,14.62410123,4.344754893,453.0010843,6.647318742,14.62410123,4.344754893,,,5.23,2015.039423
5.24,225.3177918,1646.223214,3634.502646,1262.666885,452.8268131,2.363571608,1.072099322,,,452.8268131,6.658043298,14.64769526,4.344066475,452.8268131,6.658043298,14.64769526,4.344066475,,,5.24,2014.26423
5.25,225.3059424,1646.217353,3634.466483,1262.242289,452.6523451,2.362785215,1.07174262,,,452.6523451,6.668764291,14.67128144,4.343375529,452.6523451,6.668764291,14.67128144,4.343375529,,,5.25,2013.488161
5.26,225.2940742,1646.211485,3634.430272,1261.817201,452.4776795,2.361997904,1.071385501,,,452.4776795,6.679481717,14.69485978,4.342682048,452.4776795,6.679481717,14.69485978,4.342682048,,,5.26,2012.711214
5.27,225.2821872,1646.20561,3634.394013,1261.39162,452.302816,2.361209673,1.071027965,,,452.302816,6.690195572,14.71843026,4.341986025,452.302816,6.690195572,14.71843026,4.341986025,,,5.27,2011.933386
5.28,225.2702815,1646.199727,3634.357705,1260.965543,452.127754,2.36042052,1.070670011,,,452.127754,6.700905852,14.74199287,4.341287453,452.127754,6.700905852,14.74199287,4.341287453,,,5.28,2011.154676
5.29,225.2583569,1646.193838,3634.321348,1260.538969,451.952493,2.359630443,1.070311638,,,451.952493,6.711612552,14.76554761,4.340586326,451.952493,6.711612552,14.76554761,4.340586326,,,5.29,2010.375079
5.3,225.2464136,1646.187942,3634.284942,1260.111898,451.7770331,2.358839438,1.069952843,,,451.7770331,6.722315668,14.78909447,4.339882641,451.7770331,6.722315668,14.78909447,4.339882641,,,5.3,2009.594599
5.31,225.2344511,1646.182038,3634.248488,1259.684328,451.6013724,2.358047503,1.069593627,,,451.6013724,6.733015197,14.81263343,4.339176381,451.6013724,6.733015197,14.81263343,4.339176381,,,5.31,2008.813225
5.32,225.2224695,1646.176127,3634.211984,1259.256257,451.4255111,2.357254636,1.069233988,,,451.4255111,6.743711133,14.83616449,4.338467543,451.4255111,6.743711133,14.83616449,4.338467543,,,5.32,2008.030958
5.33,225.2104687,1646.170209,3634.175431,1258.827684,451.2494486,2.356460834,1.068873926,,,451.2494486,6.754403473,14.85968764,4.33775612,451.2494486,6.754403473,14.85968764,4.33775612,,,5.33,2007.247797
5.34,225.1984488,1646.164284,3634.138828,1258.398609,451.0731844,2.355666094,1.068513437,,,451.0731844,6.765092212,14.88320287,4.337042106,451.0731844,6.765092212,14.88320287,4.337042106,,,5.34,2006.463739
5.35,225.1864097,1646.158351,3634.102176,1257.969028,450.896718,2.354870415,1.068152523,,,450.896718,6.775777347,14.90671016,4.336325493,450.896718,6.775777347,14.90671016,4.336325493,,,5.35,2005.678781
5.36,225.1743513,1646.152412,3634.065474,1257.538941,450.7200487,2.354073792,1.067791181,,,450.7200487,6.786458872,14.93020952,4.335606274,450.7200487,6.786458872,14.93020952,4.335606274,,,5.36,2004.892921
5.37,225.1622735,1646.146465,3634.028723,1257.108347,450.5431761,2.353276225,1.06742941,,,450.5431761,6.797136784,14.95370092,4.334884442,450.5431761,6.797136784,14.95370092,4.334884442,,,5.37,2004.106156
5.38,225.1501763,1646.14051,3633.991921,1256.677245,450.3660995,2.35247771,1.067067209,,,450.3660995,6.807811078,14.97718437,4.334159989,450.3660995,6.807811078,14.97718437,4.334159989,,,5.38,2003.318484
5.39,225.1380596,1646.134549,3633.955069,1256.245632,450.1888185,2.351678244,1.066704577,,,450.1888185,6.81848175,15.00065985,4.333432907,450.1888185,6.81848175,15.00065985,4.333432907,,,5.39,2002.529902
5.4,225.1259233,1646.12858,3633.918166,1255.813507,450.0113324,2.350877825,1.066341513,,,450.0113324,6.829148796,15.02412735,4.33270319,450.0113324,6.829148796,15.02412735,4.33270319,,,5.4,2001.740409
5.41,225.1137675,1646.122603,3633.881214,1255.380869,449.8336407,2.350076451,1.065978015,,,449.8336407,6.839812211,15.04758686,4.33197083,449.8336407,6.839812211,15.04758686,4.33197083,,,5.41,2000.950001
5.42,225.101592,1646.11662,3633.84421,1254.947717,449.6557429,2.349274118,1.065614082,,,449.6557429,6.850471991,15.07103838,4.33123582,449.6557429,6.850471991,15.07103838,4.33123582,,,5.42,2000.158675
5.43,225.0893967,1646.110628,3633.807156,1254.514049,449.4776383,2.348470824,1.065249714,,,449.4776383,6.861128132,15.09448189,4.330498151,449.4776383,6.861128132,15.09448189,4.330498151,,,5.43,1999.366431
5.44,225.0771817,1646.10463,3633.77005,1254.079863,449.2993263,2.347666566,1.064884908,,,449.2993263,6.871780629,15.11791738,4.329757817,449.2993263,6.871780629,15.11791738,4.329757817,,,5.44,1998.573263
5.45,225.0649468,1646.098624,3633.732894,1253.645159,449.1208065,2.346861342,1.064519664,,,449.1208065,6.882429478,15.14134485,4.329014809,449.1208065,6.882429478,15.14134485,4.329014809,,,5.45,1997.779172
5.46,225.0526919,1646.09261,3633.695686,1253.209934,448.9420782,2.346055148,1.06415398,,,448.9420782,6.893074675,15.16476428,4.328269121,448.9420782,6.893074675,15.16476428,4.328269121,,,5.46,1996.984152
5.47,225.0404171,1646.086589,3633.658427,1252.774188,448.7631409,2.345247982,1.063787856,,,448.7631409,6.903716214,15.18817567,4.327520744,448.7631409,6.903716214,15.18817567,4.327520744,,,5.47,1996.188203
5.48,225.0281222,1646.080561,3633.621117,1252.337918,448.5839939,2.344439842,1.063421289,,,448.5839939,6.914354093,15.211579,4.32676967,448.5839939,6.914354093,15.211579,4.32676967,,,5.48,1995.391322
5.49,225.0158072,1646.074525,3633.583754,1251.901124,448.4046366,2.343630723,1.063054278,,,448.4046366,6.924988306,15.23497427,4.326015893,448.4046366,6.924988306,15.23497427,4.326015893,,,5.49,1994.593505
5.5,225.003472,1646.068481,3633.54634,1251.463803,448.2250685,2.342820625,1.062686824,,,448.2250685,6.935618849,15.25836147,4.325259403,448.2250685,6.935618849,15.25836147,4.325259403,,,5.5,1993.79475
5.51,224.9911165,1646.06243,3633.508873,1251.025954,448.045289,2.342009543,1.062318923,,,448.045289,6.946245717,15.28174058,4.324500194,448.045289,6.946245717,15.28174058,4.324500194,,,5.51,1992.995055
5.52,224.9787408,1646.056371,3633.471355,1250.587577,447.8652975,2.341197476,1.061950575,,,447.8652975,6.956868906,15.30511159,4.323738258,447.8652975,6.956868906,15.30511159,4.323738258,,,5.52,1992.194416
5.53,224.9663446,1646.050304,3633.433784,1250.148668,447.6850933,2.340384419,1.061581778,,,447.6850933,6.967488412,15.32847451,4.322973586,447.6850933,6.967488412,15.32847451,4.322973586,,,5.53,1991.392832
5.54,224.953928,1646.04423,3633.39616,1249.709227,447.5046758,2.339570371,1.061212531,,,447.5046758,6.97810423,15.35182931,4.32220617,447.5046758,6.97810423,15.35182931,4.32220617,,,5.54,1990.590299
5.55,224.9414908,1646.038148,3633.358484,1249.269252,447.3240445,2.338755328,1.060842834,,,447.3240445,6.988716355,15.37517598,4.321436003,447.3240445,6.988716355,15.37517598,4.321436003,,,5.55,1989.786815
5.56,224.9290331,1646.032059,3633.320755,1248.828742,447.1431987,2.337939288,1.060472684,,,447.1431987,6.999324783,15.39851452,4.320663077,447.1431987,6.999324783,15.39851452,4.320663077,,,5.56,1988.982377
5.57,224.9165547,1646.025961,3633.282973,1248.387695,446.9621379,2.337122247,1.06010208,,,446.9621379,7.00992951,15.42184492,4.319887383,446.9621379,7.00992951,15.42184492,4.319887383,,,5.57,1988.176982
5.58,224.9040555,1646.019856,3633.245137,1247.946109,446.7808613,2.336304203,1.059731021,,,446.7808613,7.020530531,15.44516717,4.319108913,446.7808613,7.020530531,15.44516717,4.319108913,,,5.58,1987.370627
5.59,224.8915356,1646.013743,3633.207248,1247.503983,446.5993683,2.335485152,1.059359505,,,446.5993683,7.031127841,15.46848125,4.318327659,446.5993683,7.031127841,15.46848125,4.318327659,,,5.59,1986.56331
5.6,224.8789948,1646.007623,3633.169306,1247.061315,446.4176584,2.334665093,1.058987532,,,446.4176584,7.041721436,15.49178716,4.317543613,446.4176584,7.041721436,15.49178716,4.317543613,,,5.6,1985.755028
5.61,224.866433,1646.001494,3633.13131,1246.618104,446.2357309,2.333844021,1.0586151,,,446.2357309,7.052311312,15.51508489,4.316756767,446.2357309,7.052311312,15.51508489,4.316756767,,,5.61,1984.945778
5.62,224.8538502,1645.995358,3633.09326,1246.174348,446.0535851,2.333021934,1.058242207,,,446.0535851,7.062897463,15.53837442,4.315967113,446.0535851,7.062897463,15.53837442,4.315967113,,,5.62,1984.135557
5.63,224.8412464,1645.989214,3633.055156,1245.730046,445.8712205,2.332198829,1.057868852,,,445.8712205,7.073479885,15.56165575,4.315174641,445.8712205,7.073479885,15.56165575,4.315174641,,,5.63,1983.324363
5.64,224.8286214,1645.983062,3633.016998,1245.285195,445.6886363,2.331374702,1.057495034,,,445.6886363,7.084058573,15.58492886,4.314379344,445.6886363,7.084058573,15.58492886,4.314379344,,,5.64,1982.512192
5.65,224.8159752,1645.976901,3632.978785,1244.839795,445.505832,2.330549552,1.057120752,,,445.505832,7.094633523,15.60819375,4.313581213,445.505832,7.094633523,15.60819375,4.313581213,,,5.65,1981.699042
5.66,224.8033076,1645.970734,3632.940517,1244.393843,445.3228068,2.329723373,1.056746003,,,445.3228068,7.105204731,15.63145041,4.31278024,445.3228068,7.105204731,15.63145041,4.31278024,,,5.66,1980.884909
5.67,224.7906187,1645.964558,3632.902195,1243.947338,445.1395601,2.328896165,1.056370787,,,445.1395601,7.115772191,15.65469882,4.311976417,445.1395601,7.115772191,15.65469882,4.311976417,,,5.67,1980.069791
5.68,224.7779084,1645.958374,3632.863818,1243.500278,444.9560913,2.328067923,1.055995102,,,444.9560913,7.126335899,15.67793898,4.311169734,444.9560913,7.126335899,15.67793898,4.311169734,,,5.68,1979.253685
5.69,224.7651765,1645.952182,3632.825386,1243.052662,444.7723997,2.327238644,1.055618947,,,444.7723997,7.13689585,15.70117087,4.310360183,444.7723997,7.13689585,15.70117087,4.310360183,,,5.69,1978.436588
5.7,224.752423,1645.945982,3632.786899,1242.604487,444.5884846,2.326408325,1.055242321,,,444.5884846,7.147452039,15.72439449,4.309547755,444.5884846,7.147452039,15.72439449,4.309547755,,,5.7,1977.618497
5.71,224.7396479,1645.939773,3632.748356,1242.155753,444.4043453,2.325576963,1.054865221,,,444.4043453,7.158004463,15.74760982,4.308732443,444.4043453,7.158004463,15.74760982,4.308732443,,,5.71,1976.799409
5.72,224.726851,1645.933557,3632.709757,1241.706457,444.2199813,2.324744556,1.054487647,,,444.2199813,7.168553115,15.77081685,4.307914236,444.2199813,7.168553115,15.77081685,4.307914236,,,5.72,1975.979321
5.73,224.7140323,1645.927333,3632.671102,1241.256598,444.0353917,2.323911098,1.054109596,,,444.0353917,7.179097991,15.79401558,4.307093127,444.0353917,7.179097991,15.79401558,4.307093127,,,5.73,1975.158229
5.74,224.7011917,1645.9211,3632.632392,1240.806174,443.8505759,2.323076589,1.053731069,,,443.8505759,7.189639087,15.81720599,4.306269106,443.8505759,7.189639087,15.81720599,4.306269106,,,5.74,1974.336132
5.75,224.6883291,1645.91486,3632.593625,1240.355184,443.6655333,2.322241023,1.053352062,,,443.6655333,7.200176398,15.84038808,4.305442164,443.6655333,7.200176398,15.84038808,4.305442164,,,5.75,1973.513025
5.76,224.6754445,1645.908611,3632.554802,1239.903625,443.4802631,2.321404399,1.052972575,,,443.4802631,7.210709919,15.86356182,4.304612293,443.4802631,7.210709919,15.86356182,4.304612293,,,5.76,1972.688906
5.77,224.6625377,1645.902354,3632.515922,1239.451495,443.2947646,2.320566712,1.052592606,,,443.2947646,7.221239644,15.88672722,4.303779484,443.2947646,7.221239644,15.88672722,4.303779484,,,5.77,1971.863772
5.78,224.6496088,1645.896088,3632.476985,1238.998794,443.1090372,2.319727959,1.052212154,,,443.1090372,7.23176557,15.90988425,4.302943727,443.1090372,7.23176557,15.90988425,4.302943727,,,5.78,1971.037619
5.79,224.6366576,1645.889815,3632.437992,1238.545519,442.9230801,2.318888138,1.051831217,,,442.9230801,7.242287692,15.93303292,4.302105014,442.9230801,7.242287692,15.93303292,4.302105014,,,5.79,1970.210445
5.8,224.623684,1645.883533,3632.398941,1238.091668,442.7368927,2.318047244,1.051449794,,,442.7368927,7.252806004,15.95617321,4.301263336,442.7368927,7.252806004,15.95617321,4.301263336,,,5.8,1969.382246
5.81,224.6106879,1645.877242,3632.359833,1237.637241,442.5504741,2.317205275,1.051067882,,,442.5504741,7.263320502,15.9793051,4.300418682,442.5504741,7.263320502,15.9793051,4.300418682,,,5.81,1968.553019
5.82,224.5976694,1645.870944,3632.320667,1237.182234,442.3638237,2.316362226,1.050685482,,,442.3638237,7.273831181,16.0024286,4.299571045,442.3638237,7.273831181,16.0024286,4.299571045,,,5.82,1967.722761
5.83,224.5846282,1645.864636,3632.281444,1236.726646,442.1769409,2.315518096,1.05030259,,,442.1769409,7.284338036,16.02554368,4.298720414,442.1769409,7.284338036,16.02554368,4.298720414,,,5.83,1966.891468
5.84,224.5715644,1645.858321,3632.242162,1236.270475,441.9898247,2.314672879,1.049919206,,,441.9898247,7.294841062,16.04865034,4.297866781,441.9898247,7.294841062,16.04865034,4.297866781,,,5.84,1966.059138
5.85,224.5584778,1645.851997,3632.202823,1235.81372,441.8024746,2.313826574,1.049535327,,,441.8024746,7.305340254,16.07174856,4.297010136,441.8024746,7.305340254,16.07174856,4.297010136,,,5.85,1965.225767
5.86,224.5453683,1645.845664,3632.163425,1235.356378,441.6148897,2.312979175,1.049150954,,,441.6148897,7.315835607,16.09483834,4.296150469,441.6148897,7.315835607,16.09483834,4.296150469,,,5.86,1964.391353
5.87,224.5322359,1645.839323,3632.123968,1234.898448,441.4270694,2.312130681,1.048766082,,,441.4270694,7.326327116,16.11791966,4.295287772,441.4270694,7.326327116,16.11791966,4.295287772,,,5.87,1963.55589
5.88,224.5190806,1645.832974,3632.084453,1234.439927,441.2390129,2.311281086,1.048380713,,,441.2390129,7.336814777,16.14099251,4.294422034,441.2390129,7.336814777,16.14099251,4.294422034,,,5.88,1962.719377
5.89,224.5059021,1645.826616,3632.044879,1233.980815,441.0507195,2.310430389,1.047994842,,,441.0507195,7.347298584,16.16405689,4.293553247,441.0507195,7.347298584,16.16405689,4.293553247,,,5.89,1961.88181
5.9,224.4927004,1645.820249,3632.005246,1233.521108,440.8621883,2.309578585,1.04760847,,,440.8621883,7.357778533,16.18711277,4.2926814,440.8621883,7.357778533,16.18711277,4.2926814,,,5.9,1961.043186
5.91,224.4794755,1645.813874,3631.965553,1233.060806,440.6734187,2.308725671,1.047221594,,,440.6734187,7.368254617,16.21016016,4.291806483,440.6734187,7.368254617,16.21016016,4.291806483,,,5.91,1960.203501
5.92,224.4662273,1645.80749,3631.925801,1232.599906,440.4844099,2.307871643,1.046834213,,,440.4844099,7.378726833,16.23319903,4.290928488,440.4844099,7.378726833,16.23319903,4.290928488,,,5.92,1959.362752
5.93,224.4529556,1645.801097,3631.885989,1232.138406,440.295161,2.307016497,1.046446325,,,440.295161,7.389195176,16.25622939,4.290047404,440.295161,7.389195176,16.25622939,4.290047404,,,5.93,1958.520935
5.94,224.4396604,1645.794696,3631.846117,1231.676304,440.1056715,2.30616023,1.046057928,,,440.1056715,7.399659639,16.27925121,4.289163221,440.1056715,7.399659639,16.27925121,4.289163221,,,5.94,1957.678048
5.95,224.4263415,1645.788286,3631.806185,1231.213599,439.9159403,2.305302839,1.045669022,,,439.9159403,7.410120218,16.30226448,4.288275929,439.9159403,7.410120218,16.30226448,4.288275929,,,5.95,1956.834086
5.96,224.412999,1645.781867,3631.766192,1230.750288,439.7259669,2.304444319,1.045279603,,,439.7259669,7.420576908,16.3252692,4.287385519,439.7259669,7.420576908,16.3252692,4.287385519,,,5.96,1955.989046
5.97,224.3996328,1645.775439,3631.726139,1230.286369,439.5357503,2.303584667,1.044889671,,,439.5357503,7.431029704,16.34826535,4.286491981,439.5357503,7.431029704,16.34826535,4.286491981,,,5.97,1955.142925
5.98,224.3862426,1645.769002,3631.686025,1229.821841,439.3452899,2.302723879,1.044499224,,,439.3452899,7.441478601,16.37125292,4.285595304,439.3452899,7.441478601,16.37125292,4.285595304,,,5.98,1954.295718
5.99,224.3728285,1645.762557,3631.64585,1229.356701,439.1545847,2.301861952,1.04410826,,,439.1545847,7.451923593,16.39423191,4.284695478,439.1545847,7.451923593,16.39423191,4.284695478,,,5.99,1953.447424
6,224.3593904,1645.756103,3631.605613,1228.890948,438.9636341,2.300998881,1.043716777,,,438.9636341,7.462364676,16.41720229,4.283792494,438.9636341,7.462364676,16.41720229,4.283792494,,,6,1952.598037
6.01,224.3459281,1645.749639,3631.565316,1228.424579,438.7724371,2.300134663,1.043324774,,,438.7724371,7.472801844,16.44016406,4.28288634,438.7724371,7.472801844,16.44016406,4.28288634,,,6.01,1951.747555
6.02,224.3324416,1645.743167,3631.524956,1227.957592,438.5809931,2.299269294,1.042932249,,,438.5809931,7.483235091,16.4631172,4.281977007,438.5809931,7.483235091,16.4631172,4.281977007,,,6.02,1950.895973
6.03,224.3189308,1645.736686,3631.484535,1227.489985,438.3893011,2.298402771,1.0425392,,,438.3893011,7.493664414,16.48606171,4.281064484,438.3893011,7.493664414,16.48606171,4.281064484,,,6.03,1950.043289
6.04,224.3053956,1645.730196,3631.444051,1227.021757,438.1973604,2.297535088,1.042145625,,,438.1973604,7.504089806,16.50899757,4.280148761,438.1973604,7.504089806,16.50899757,4.280148761,,,6.04,1949.189498
