t,isp (s),cstar (m/s),Tc (K),Pc (kPA),T (lbf),mdot(lbm),mdot (kg),,,T (lbf),massLoss,Lb loss,Acceleration G's,T (lbf),massLoss,Lb loss,Acceleration G's,,,0,T (N)
2.35,228.1290413,1647.676593,3643.33534,1368.592411,496.5005252,2.559594998,1.161014142,,,496.5005252,3.424587413,7.534092309,4.458761578,496.5005252,3.424587413,7.534092309,4.458761578,,,2.35,2208.533636
2.36,228.120997,1647.672256,3643.309347,1368.273987,496.3688084,2.559006199,1.160747067,,,496.3688084,3.436197555,7.559634621,4.458601424,496.3688084,3.436197555,7.559634621,4.458601424,,,2.36,2207.947734
2.37,228.1129432,1647.667915,3643.283327,1367.955277,496.2369762,2.558416869,1.160479751,,,496.2369762,3.447805026,7.585171056,4.458439924,496.2369762,3.447805026,7.585171056,4.458439924,,,2.37,2207.361317
2.38,228.1048798,1647.663569,3643.25728,1367.636282,496.1050283,2.557827008,1.160212194,,,496.1050283,3.459409823,7.610701611,4.458277074,496.1050283,3.459409823,7.610701611,4.458277074,,,2.38,2206.774387
2.39,228.0968069,1647.659219,3643.231207,1367.317001,495.9729647,2.557236616,1.159944397,,,495.9729647,3.471011945,7.636226279,4.458112874,495.9729647,3.471011945,7.636226279,4.458112874,,,2.39,2206.186941
2.4,228.0887244,1647.654865,3643.205107,1366.997434,495.8407851,2.556645691,1.159676357,,,495.8407851,3.482611389,7.661745056,4.457947319,495.8407851,3.482611389,7.661745056,4.457947319,,,2.4,2205.59898
2.41,228.0806323,1647.650507,3643.178979,1366.67758,495.7084894,2.556054234,1.159408076,,,495.7084894,3.494208152,7.687257935,4.457780408,495.7084894,3.494208152,7.687257935,4.457780408,,,2.41,2205.010502
2.42,228.0725306,1647.646145,3643.152825,1366.357438,495.5760774,2.555462242,1.159139553,,,495.5760774,3.505802233,7.712764913,4.457612139,495.5760774,3.505802233,7.712764913,4.457612139,,,2.42,2204.421508
2.43,228.0644193,1647.641779,3643.126643,1366.037009,495.4435491,2.554869717,1.158870788,,,495.4435491,3.517393629,7.738265983,4.457442508,495.4435491,3.517393629,7.738265983,4.457442508,,,2.43,2203.831995
2.44,228.0562983,1647.637408,3643.100435,1365.716292,495.3109042,2.554276656,1.15860178,,,495.3109042,3.528982337,7.763761141,4.457271513,495.3109042,3.528982337,7.763761141,4.457271513,,,2.44,2203.241964
2.45,228.0481677,1647.633033,3643.074199,1365.395287,495.1781426,2.553683059,1.158332528,,,495.1781426,3.540568354,7.78925038,4.457099151,495.1781426,3.540568354,7.78925038,4.457099151,,,2.45,2202.651414
2.46,228.0400274,1647.628654,3643.047937,1365.073993,495.0452641,2.553088925,1.158063034,,,495.0452641,3.55215168,7.814733695,4.456925421,495.0452641,3.55215168,7.814733695,4.456925421,,,2.46,2202.060344
2.47,228.0318774,1647.624271,3643.021647,1364.75241,494.9122686,2.552494254,1.157793295,,,494.9122686,3.56373231,7.840211082,4.456750319,494.9122686,3.56373231,7.840211082,4.456750319,,,2.47,2201.468753
2.48,228.0237176,1647.619883,3642.995329,1364.430537,494.7791559,2.551899045,1.157523313,,,494.7791559,3.575310243,7.865682535,4.456573842,494.7791559,3.575310243,7.865682535,4.456573842,,,2.48,2200.876641
2.49,228.0155482,1647.615492,3642.968985,1364.108374,494.6459259,2.551303297,1.157253085,,,494.6459259,3.586885476,7.891148048,4.45639599,494.6459259,3.586885476,7.891148048,4.45639599,,,2.49,2200.284008
2.5,228.007369,1647.611096,3642.942613,1363.785921,494.5125784,2.55070701,1.156982614,,,494.5125784,3.598458007,7.916607615,4.456216758,494.5125784,3.598458007,7.916607615,4.456216758,,,2.5,2199.690851
2.51,227.99918,1647.606696,3642.916214,1363.463177,494.3791132,2.550110181,1.156711897,,,494.3791132,3.610027833,7.942061233,4.456036144,494.3791132,3.610027833,7.942061233,4.456036144,,,2.51,2199.097171
2.52,227.9909812,1647.602291,3642.889787,1363.140142,494.2455302,2.549512812,1.156440934,,,494.2455302,3.621594952,7.967508895,4.455854146,494.2455302,3.621594952,7.967508895,4.455854146,,,2.52,2198.502967
2.53,227.9827727,1647.597882,3642.863333,1362.816816,494.1118292,2.548914901,1.156169726,,,494.1118292,3.633159361,7.992950595,4.455670762,494.1118292,3.633159361,7.992950595,4.455670762,,,2.53,2197.908239
2.54,227.9745543,1647.59347,3642.836852,1362.493197,493.9780101,2.548316447,1.155898271,,,493.9780101,3.644721059,8.018386329,4.455485987,493.9780101,3.644721059,8.018386329,4.455485987,,,2.54,2197.312985
2.55,227.966326,1647.589052,3642.810343,1362.169287,493.8440727,2.547717449,1.15562657,,,493.8440727,3.656280041,8.043816091,4.455299821,493.8440727,3.656280041,8.043816091,4.455299821,,,2.55,2196.717204
2.56,227.9580879,1647.584631,3642.783806,1361.845083,493.7100168,2.547117908,1.155354622,,,493.7100168,3.667836307,8.069239876,4.45511226,493.7100168,3.667836307,8.069239876,4.45511226,,,2.56,2196.120897
2.57,227.94984,1647.580205,3642.757242,1361.520586,493.5758423,2.546517821,1.155082427,,,493.5758423,3.679389853,8.094657677,4.454923301,493.5758423,3.679389853,8.094657677,4.454923301,,,2.57,2195.524062
2.58,227.9415821,1647.575775,3642.73065,1361.195796,493.4415491,2.545917188,1.154809985,,,493.4415491,3.690940678,8.120069491,4.454732943,493.4415491,3.690940678,8.120069491,4.454732943,,,2.58,2194.926699
2.59,227.9333143,1647.571341,3642.704031,1360.870711,493.3071368,2.545316009,1.154537294,,,493.3071368,3.702488777,8.14547531,4.454541182,493.3071368,3.702488777,8.14547531,4.454541182,,,2.59,2194.328806
2.6,227.9250366,1647.566903,3642.677384,1360.545333,493.1726055,2.544714283,1.154264355,,,493.1726055,3.71403415,8.170875131,4.454348016,493.1726055,3.71403415,8.170875131,4.454348016,,,2.6,2193.730384
2.61,227.916749,1647.56246,3642.650709,1360.219659,493.0379549,2.544112009,1.153991168,,,493.0379549,3.725576794,8.196268947,4.454153442,493.0379549,3.725576794,8.196268947,4.454153442,,,2.61,2193.131431
2.62,227.9084514,1647.558013,3642.624006,1359.89369,492.9031849,2.543509185,1.153717731,,,492.9031849,3.737116706,8.221656752,4.453957458,492.9031849,3.737116706,8.221656752,4.453957458,,,2.62,2192.531947
2.63,227.9001438,1647.553561,3642.597276,1359.567425,492.7682952,2.542905812,1.153444046,,,492.7682952,3.748653883,8.247038543,4.453760061,492.7682952,3.748653883,8.247038543,4.453760061,,,2.63,2191.931931
2.64,227.8918261,1647.549106,3642.570517,1359.240864,492.6332858,2.542301889,1.15317011,,,492.6332858,3.760188323,8.272414312,4.453561248,492.6332858,3.760188323,8.272414312,4.453561248,,,2.64,2191.331382
2.65,227.8834985,1647.544646,3642.543731,1358.914007,492.4981565,2.541697414,1.152895925,,,492.4981565,3.771720025,8.297784054,4.453361016,492.4981565,3.771720025,8.297784054,4.453361016,,,2.65,2190.7303
2.66,227.8751608,1647.540182,3642.516917,1358.586853,492.362907,2.541092387,1.152621489,,,492.362907,3.783248984,8.323147764,4.453159364,492.362907,3.783248984,8.323147764,4.453159364,,,2.66,2190.128683
2.67,227.8668131,1647.535713,3642.490074,1358.259401,492.2275373,2.540486808,1.152346802,,,492.2275373,3.794775199,8.348505437,4.452956287,492.2275373,3.794775199,8.348505437,4.452956287,,,2.67,2189.526532
2.68,227.8584553,1647.53124,3642.463204,1357.931652,492.0920472,2.539880675,1.152071865,,,492.0920472,3.806298667,8.373857067,4.452751785,492.0920472,3.806298667,8.373857067,4.452751785,,,2.68,2188.923844
2.69,227.8500873,1647.526763,3642.436306,1357.603604,491.9564364,2.539273987,1.151796676,,,491.9564364,3.817819385,8.399202648,4.452545853,491.9564364,3.817819385,8.399202648,4.452545853,,,2.69,2188.320621
2.7,227.8417093,1647.522281,3642.409379,1357.275258,491.8207049,2.538666744,1.151521235,,,491.8207049,3.829337352,8.424542175,4.452338489,491.8207049,3.829337352,8.424542175,4.452338489,,,2.7,2187.71686
2.71,227.8333211,1647.517795,3642.382424,1356.946613,491.6848524,2.538058945,1.151245541,,,491.6848524,3.840852564,8.449875642,4.452129691,491.6848524,3.840852564,8.449875642,4.452129691,,,2.71,2187.112561
2.72,227.8249228,1647.513305,3642.355441,1356.617668,491.5488789,2.53745059,1.150969595,,,491.5488789,3.85236502,8.475203044,4.451919455,491.5488789,3.85236502,8.475203044,4.451919455,,,2.72,2186.507723
2.73,227.8165143,1647.508811,3642.32843,1356.288423,491.412784,2.536841676,1.150693397,,,491.412784,3.863874716,8.500524375,4.45170778,491.412784,3.863874716,8.500524375,4.45170778,,,2.73,2185.902346
2.74,227.8080956,1647.504312,3642.301391,1355.958878,491.2765677,2.536232204,1.150416945,,,491.2765677,3.87538165,8.52583963,4.451494661,491.2765677,3.87538165,8.52583963,4.451494661,,,2.74,2185.296429
2.75,227.7996667,1647.499808,3642.274323,1355.629032,491.1402298,2.535622173,1.150140239,,,491.1402298,3.886885819,8.551148802,4.451280098,491.1402298,3.886885819,8.551148802,4.451280098,,,2.75,2184.68997
2.76,227.7912275,1647.495301,3642.247227,1355.298885,491.0037701,2.535011582,1.149863279,,,491.0037701,3.898387222,8.576451888,4.451064086,491.0037701,3.898387222,8.576451888,4.451064086,,,2.76,2184.08297
2.77,227.7827781,1647.490789,3642.220102,1354.968436,490.8671884,2.53440043,1.149586065,,,490.8671884,3.909885854,8.60174888,4.450846623,490.8671884,3.909885854,8.60174888,4.450846623,,,2.77,2183.475427
2.78,227.7743184,1647.486272,3642.192949,1354.637685,490.7304845,2.533788716,1.149308596,,,490.7304845,3.921381715,8.627039773,4.450627707,490.7304845,3.921381715,8.627039773,4.450627707,,,2.78,2182.867341
2.79,227.7658485,1647.481752,3642.165767,1354.306632,490.5936584,2.53317644,1.149030872,,,490.5936584,3.932874801,8.652324562,4.450407334,490.5936584,3.932874801,8.652324562,4.450407334,,,2.79,2182.258711
2.8,227.7573682,1647.477226,3642.138557,1353.975275,490.4567097,2.5325636,1.148752892,,,490.4567097,3.94436511,8.677603241,4.450185501,490.4567097,3.94436511,8.677603241,4.450185501,,,2.8,2181.649536
2.81,227.7488776,1647.472697,3642.111318,1353.643615,490.3196384,2.531950196,1.148474656,,,490.3196384,3.955852639,8.702875805,4.449962207,490.3196384,3.955852639,8.702875805,4.449962207,,,2.81,2181.039816
2.82,227.7403766,1647.468163,3642.084051,1353.311651,490.1824443,2.531336227,1.148196164,,,490.1824443,3.967337385,8.728142247,4.449737448,490.1824443,3.967337385,8.728142247,4.449737448,,,2.82,2180.429549
2.83,227.7318653,1647.463625,3642.056755,1352.979383,490.0451271,2.530721693,1.147917415,,,490.0451271,3.978819347,8.753402563,4.449511221,490.0451271,3.978819347,8.753402563,4.449511221,,,2.83,2179.818734
2.84,227.7233436,1647.459082,3642.02943,1352.64681,489.9076868,2.530106591,1.14763841,,,489.9076868,3.990298521,8.778656746,4.449283524,489.9076868,3.990298521,8.778656746,4.449283524,,,2.84,2179.207372
2.85,227.7148115,1647.454535,3642.002076,1352.313932,489.770123,2.529490922,1.147359147,,,489.770123,4.001774905,8.803904791,4.449054353,489.770123,4.001774905,8.803904791,4.449054353,,,2.85,2178.595461
2.86,227.7062689,1647.449983,3641.974694,1351.980748,489.6324357,2.528874684,1.147079626,,,489.6324357,4.013248497,8.829146692,4.448823707,489.6324357,4.013248497,8.829146692,4.448823707,,,2.86,2177.983001
2.87,227.6977159,1647.445427,3641.947282,1351.647258,489.4946247,2.528257877,1.146799846,,,489.4946247,4.024719293,8.854382444,4.448591581,489.4946247,4.024719293,8.854382444,4.448591581,,,2.87,2177.36999
2.88,227.6891524,1647.440867,3641.919842,1351.313461,489.3566898,2.5276405,1.146519809,,,489.3566898,4.036187291,8.879612041,4.448357974,489.3566898,4.036187291,8.879612041,4.448357974,,,2.88,2176.756428
2.89,227.6805784,1647.436302,3641.892373,1350.979357,489.2186308,2.527022552,1.146239512,,,489.2186308,4.047652489,8.904835477,4.448122882,489.2186308,4.047652489,8.904835477,4.448122882,,,2.89,2176.142314
2.9,227.671994,1647.431733,3641.864875,1350.644946,489.0804475,2.526404033,1.145958956,,,489.0804475,4.059114884,8.930052746,4.447886303,489.0804475,4.059114884,8.930052746,4.447886303,,,2.9,2175.527647
2.91,227.6633989,1647.427159,3641.837347,1350.310227,488.9421398,2.52578494,1.14567814,,,488.9421398,4.070574474,8.955263843,4.447648234,488.9421398,4.070574474,8.955263843,4.447648234,,,2.91,2174.912426
2.92,227.6547934,1647.422581,3641.809791,1349.975199,488.8037074,2.525165274,1.145397064,,,488.8037074,4.082031255,8.980468762,4.447408671,488.8037074,4.082031255,8.980468762,4.447408671,,,2.92,2174.296651
2.93,227.6461772,1647.417998,3641.782205,1349.639863,488.6651503,2.524545034,1.145115727,,,488.6651503,4.093485226,9.005667497,4.447167612,488.6651503,4.093485226,9.005667497,4.447167612,,,2.93,2173.680321
2.94,227.6375505,1647.413411,3641.754591,1349.304217,488.5264681,2.523924218,1.144834129,,,488.5264681,4.104936383,9.030860043,4.446925055,488.5264681,4.104936383,9.030860043,4.446925055,,,2.94,2173.063435
2.95,227.6289132,1647.408819,3641.726947,1348.968261,488.3876607,2.523302826,1.14455227,,,488.3876607,4.116384725,9.056046394,4.446680995,488.3876607,4.116384725,9.056046394,4.446680995,,,2.95,2172.445993
2.96,227.6202652,1647.404223,3641.699274,1348.631995,488.248728,2.522680857,1.14427015,,,488.248728,4.127830247,9.081226544,4.446435431,488.248728,4.127830247,9.081226544,4.446435431,,,2.96,2171.827992
2.97,227.6116065,1647.399623,3641.671571,1348.295418,488.1096698,2.52205831,1.143987767,,,488.1096698,4.139272949,9.106400487,4.446188359,488.1096698,4.139272949,9.106400487,4.446188359,,,2.97,2171.209433
2.98,227.6029372,1647.395018,3641.643839,1347.95853,487.9704857,2.521435185,1.143705121,,,487.9704857,4.150712827,9.131568218,4.445939776,487.9704857,4.150712827,9.131568218,4.445939776,,,2.98,2170.590315
2.99,227.5942572,1647.390408,3641.616078,1347.62133,487.8311758,2.52081148,1.143422213,,,487.8311758,4.162149878,9.156729731,4.44568968,487.8311758,4.162149878,9.156729731,4.44568968,,,2.99,2169.970636
3,227.5855665,1647.385794,3641.588287,1347.283819,487.6917398,2.520187194,1.143139042,,,487.6917398,4.1735841,9.18188502,4.445438068,487.6917398,4.1735841,9.18188502,4.445438068,,,3,2169.350397
3.01,227.576865,1647.381176,3641.560466,1346.945994,487.5521774,2.519562326,1.142855606,,,487.5521774,4.18501549,9.207034079,4.445184936,487.5521774,4.18501549,9.207034079,4.445184936,,,3.01,2168.729596
3.02,227.5681528,1647.376552,3641.532616,1346.607856,487.4124886,2.518936877,1.142571907,,,487.4124886,4.196444046,9.232176902,4.444930281,487.4124886,4.196444046,9.232176902,4.444930281,,,3.02,2168.108232
3.03,227.5594297,1647.371925,3641.504737,1346.269405,487.2726731,2.518310844,1.142287943,,,487.2726731,4.207869765,9.257313484,4.444674102,487.2726731,4.207869765,9.257313484,4.444674102,,,3.03,2167.486304
3.04,227.5506959,1647.367293,3641.476828,1345.930639,487.1327307,2.517684227,1.142003713,,,487.1327307,4.219292645,9.282443819,4.444416394,487.1327307,4.219292645,9.282443819,4.444416394,,,3.04,2166.863813
3.05,227.5419513,1647.362656,3641.448889,1345.59156,486.9926613,2.517057025,1.141719219,,,486.9926613,4.230712682,9.3075679,4.444157154,486.9926613,4.230712682,9.3075679,4.444157154,,,3.05,2166.240756
3.06,227.5331958,1647.358015,3641.42092,1345.252164,486.8524646,2.516429237,1.141434459,,,486.8524646,4.242129874,9.332685723,4.443896381,486.8524646,4.242129874,9.332685723,4.443896381,,,3.06,2165.617133
3.07,227.5244294,1647.353369,3641.392922,1344.912454,486.7121405,2.515800862,1.141149432,,,486.7121405,4.253544219,9.357797281,4.44363407,486.7121405,4.253544219,9.357797281,4.44363407,,,3.07,2164.992943
3.08,227.5156522,1647.348719,3641.364893,1344.572427,486.5716888,2.515171899,1.140864139,,,486.5716888,4.264955713,9.382902569,4.443370219,486.5716888,4.264955713,9.382902569,4.443370219,,,3.08,2164.368186
3.09,227.506864,1647.344064,3641.336835,1344.232084,486.4311092,2.514542347,1.140578579,,,486.4311092,4.276364354,9.40800158,4.443104825,486.4311092,4.276364354,9.40800158,4.443104825,,,3.09,2163.74286
3.1,227.4980649,1647.339405,3641.308747,1343.891424,486.2904016,2.513912206,1.140292752,,,486.2904016,4.28777014,9.433094309,4.442837884,486.2904016,4.28777014,9.433094309,4.442837884,,,3.1,2163.116964
3.11,227.4892549,1647.334741,3641.280628,1343.550446,486.1495658,2.513281475,1.140006656,,,486.1495658,4.299173068,9.458180749,4.442569394,486.1495658,4.299173068,9.458180749,4.442569394,,,3.11,2162.490499
3.12,227.4804338,1647.330072,3641.25248,1343.20915,486.0086016,2.512650152,1.139720293,,,486.0086016,4.310573134,9.483260896,4.442299352,486.0086016,4.310573134,9.483260896,4.442299352,,,3.12,2161.863462
3.13,227.4716018,1647.325399,3641.224302,1342.867536,485.8675088,2.512018236,1.13943366,,,485.8675088,4.321970337,9.508334742,4.442027754,485.8675088,4.321970337,9.508334742,4.442027754,,,3.13,2161.235852
3.14,227.4627588,1647.320722,3641.196093,1342.525603,485.7262871,2.511385727,1.139146759,,,485.7262871,4.333364674,9.533402282,4.441754597,485.7262871,4.333364674,9.533402282,4.441754597,,,3.14,2160.60767
3.15,227.4539047,1647.316039,3641.167854,1342.18335,485.5849365,2.510752624,1.138859588,,,485.5849365,4.344756141,9.558463511,4.441479879,485.5849365,4.344756141,9.558463511,4.441479879,,,3.15,2159.978915
3.16,227.4450395,1647.311352,3641.139585,1341.840777,485.4434567,2.510118926,1.138572147,,,485.4434567,4.356144737,9.583518422,4.441203596,485.4434567,4.356144737,9.583518422,4.441203596,,,3.16,2159.349584
3.17,227.4361632,1647.306661,3641.111286,1341.497884,485.3018474,2.509484631,1.138284435,,,485.3018474,4.367530459,9.608567009,4.440925746,485.3018474,4.367530459,9.608567009,4.440925746,,,3.17,2158.719678
3.18,227.4272759,1647.301965,3641.082956,1341.15467,485.1601086,2.50884974,1.137996453,,,485.1601086,4.378913303,9.633609267,4.440646324,485.1601086,4.378913303,9.633609267,4.440646324,,,3.18,2158.089195
3.19,227.4183774,1647.297264,3641.054596,1340.811134,485.01824,2.50821425,1.137708199,,,485.01824,4.390293268,9.658645189,4.440365329,485.01824,4.390293268,9.658645189,4.440365329,,,3.19,2157.458135
3.2,227.4094677,1647.292559,3641.026206,1340.467276,484.8762414,2.507578161,1.137419674,,,484.8762414,4.40167035,9.683674769,4.440082756,484.8762414,4.40167035,9.683674769,4.440082756,,,3.2,2156.826497
3.21,227.4005469,1647.287849,3640.997784,1340.123096,484.7341125,2.506941472,1.137130876,,,484.7341125,4.413044546,9.708698002,4.439798603,484.7341125,4.413044546,9.708698002,4.439798603,,,3.21,2156.194279
3.22,227.3916149,1647.283134,3640.969333,1339.778592,484.5918533,2.506304183,1.136841806,,,484.5918533,4.424415855,9.733714881,4.439512867,484.5918533,4.424415855,9.733714881,4.439512867,,,3.22,2155.561482
3.23,227.3826716,1647.278415,3640.94085,1339.433765,484.4494634,2.505666291,1.136552463,,,484.4494634,4.435784273,9.758725401,4.439225544,484.4494634,4.435784273,9.758725401,4.439225544,,,3.23,2154.928103
3.24,227.3737171,1647.273691,3640.912337,1339.088614,484.3069428,2.505027797,1.136262847,,,484.3069428,4.447149798,9.783729555,4.438936632,484.3069428,4.447149798,9.783729555,4.438936632,,,3.24,2154.294143
3.25,227.3647513,1647.268962,3640.883794,1338.743138,484.1642911,2.504388699,1.135972956,,,484.1642911,4.458512426,9.808727338,4.438646127,484.1642911,4.458512426,9.808727338,4.438646127,,,3.25,2153.6596
3.26,227.3557742,1647.264229,3640.855219,1338.397337,484.0215082,2.503748995,1.135682791,,,484.0215082,4.469872156,9.833718743,4.438354025,484.0215082,4.469872156,9.833718743,4.438354025,,,3.26,2153.024473
3.27,227.3467858,1647.259491,3640.826614,1338.051211,483.8785938,2.503108687,1.135392352,,,483.8785938,4.481228984,9.858703764,4.438060325,483.8785938,4.481228984,9.858703764,4.438060325,,,3.27,2152.388761
3.28,227.3377861,1647.254748,3640.797978,1337.704758,483.7355479,2.502467771,1.135101637,,,483.7355479,4.492582907,9.883682396,4.437765022,483.7355479,4.492582907,9.883682396,4.437765022,,,3.28,2151.752464
3.29,227.328775,1647.250001,3640.769311,1337.357979,483.59237,2.501826247,1.134810646,,,483.59237,4.503933924,9.908654632,4.437468113,483.59237,4.503933924,9.908654632,4.437468113,,,3.29,2151.11558
3.3,227.3197525,1647.245249,3640.740612,1337.010872,483.4490601,2.501184115,1.13451938,,,483.4490601,4.51528203,9.933620466,4.437169595,483.4490601,4.51528203,9.933620466,4.437169595,,,3.3,2150.478109
3.31,227.3107186,1647.240492,3640.711883,1336.663437,483.305618,2.500541373,1.134227837,,,483.305618,4.526627224,9.958579893,4.436869466,483.305618,4.526627224,9.958579893,4.436869466,,,3.31,2149.84005
3.32,227.3016732,1647.235731,3640.683123,1336.315674,483.1620433,2.49989802,1.133936016,,,483.1620433,4.537969502,9.983532905,4.436567721,483.1620433,4.537969502,9.983532905,4.436567721,,,3.32,2149.201401
3.33,227.2926164,1647.230965,3640.654332,1335.967583,483.018336,2.499254056,1.133643919,,,483.018336,4.549308862,10.0084795,4.436264357,483.018336,4.549308862,10.0084795,4.436264357,,,3.33,2148.562162
3.34,227.2835482,1647.226194,3640.625509,1335.619162,482.8744958,2.498609478,1.133351543,,,482.8744958,4.560645302,10.03341966,4.435959372,482.8744958,4.560645302,10.03341966,4.435959372,,,3.34,2147.922332
3.35,227.2744684,1647.221418,3640.596655,1335.270411,482.7305224,2.497964287,1.133058889,,,482.7305224,4.571978817,10.0583534,4.435652761,482.7305224,4.571978817,10.0583534,4.435652761,,,3.35,2147.28191
3.36,227.265377,1647.216638,3640.56777,1334.921329,482.5864158,2.497318481,1.132765956,,,482.5864158,4.583309406,10.08328069,4.435344522,482.5864158,4.583309406,10.08328069,4.435344522,,,3.36,2146.640895
3.37,227.2562742,1647.211853,3640.538853,1334.571916,482.4421755,2.49667206,1.132472743,,,482.4421755,4.594637066,10.10820154,4.435034651,482.4421755,4.594637066,10.10820154,4.435034651,,,3.37,2145.999285
3.38,227.2471597,1647.207063,3640.509905,1334.222172,482.2978015,2.496025021,1.132179251,,,482.2978015,4.605961793,10.13311594,4.434723146,482.2978015,4.605961793,10.13311594,4.434723146,,,3.38,2145.357081
3.39,227.2380336,1647.202268,3640.480926,1333.872096,482.1532936,2.495377365,1.131885479,,,482.1532936,4.617283585,10.15802389,4.434410002,482.1532936,4.617283585,10.15802389,4.434410002,,,3.39,2144.71428
3.4,227.2288959,1647.197469,3640.451914,1333.521687,482.0086514,2.494729089,1.131591426,,,482.0086514,4.62860244,10.18292537,4.434095216,482.0086514,4.62860244,10.18292537,4.434095216,,,3.4,2144.070883
3.41,227.2197466,1647.192665,3640.422872,1333.170945,481.8638748,2.494080194,1.131297092,,,481.8638748,4.639918355,10.20782038,4.433778786,481.8638748,4.639918355,10.20782038,4.433778786,,,3.41,2143.426888
3.42,227.2105856,1647.187856,3640.393797,1332.819869,481.7189636,2.493430678,1.131002476,,,481.7189636,4.651231325,10.23270892,4.433460707,481.7189636,4.651231325,10.23270892,4.433460707,,,3.42,2142.782294
3.43,227.2014128,1647.183042,3640.364691,1332.468459,481.5739176,2.492780539,1.130707577,,,481.5739176,4.66254135,10.25759097,4.433140976,481.5739176,4.66254135,10.25759097,4.433140976,,,3.43,2142.1371
3.44,227.1922284,1647.178223,3640.335554,1332.116714,481.4287364,2.492129778,1.130412397,,,481.4287364,4.673848426,10.28246654,4.432819591,481.4287364,4.673848426,10.28246654,4.432819591,,,3.44,2141.491305
3.45,227.1830321,1647.1734,3640.306384,1331.764633,481.28342,2.491478393,1.130116933,,,481.28342,4.68515255,10.30733561,4.432496547,481.28342,4.68515255,10.30733561,4.432496547,,,3.45,2140.844909
3.46,227.1738241,1647.168572,3640.277182,1331.412217,481.137968,2.490826382,1.129821185,,,481.137968,4.696453719,10.33219818,4.432171841,481.137968,4.696453719,10.33219818,4.432171841,,,3.46,2140.197909
3.47,227.1646044,1647.163739,3640.247949,1331.059464,480.9923803,2.490173745,1.129525154,,,480.9923803,4.707751931,10.35705425,4.43184547,480.9923803,4.707751931,10.35705425,4.43184547,,,3.47,2139.550306
3.48,227.1553727,1647.158901,3640.218683,1330.706373,480.8466566,2.489520481,1.129228838,,,480.8466566,4.719047183,10.3819038,4.431517431,480.8466566,4.719047183,10.3819038,4.431517431,,,3.48,2138.902098
3.49,227.1461292,1647.154058,3640.189386,1330.352945,480.7007968,2.488866588,1.128932237,,,480.7007968,4.730339471,10.40674684,4.431187719,480.7007968,4.730339471,10.40674684,4.431187719,,,3.49,2138.253284
3.5,227.1368739,1647.149211,3640.160056,1329.999179,480.5548005,2.488212066,1.12863535,,,480.5548005,4.741628793,10.43158335,4.430856332,480.5548005,4.741628793,10.43158335,4.430856332,,,3.5,2137.603864
3.51,227.1276066,1647.144358,3640.130694,1329.645074,480.4086676,2.487556914,1.128338178,,,480.4086676,4.752915147,10.45641332,4.430523266,480.4086676,4.752915147,10.45641332,4.430523266,,,3.51,2136.953835
3.52,227.1183274,1647.139501,3640.1013,1329.290629,480.2623977,2.48690113,1.128040719,,,480.2623977,4.764198529,10.48123676,4.430188518,480.2623977,4.764198529,10.48123676,4.430188518,,,3.52,2136.303198
3.53,227.1090363,1647.134639,3640.071874,1328.935844,480.1159908,2.486244713,1.127742973,,,480.1159908,4.775478936,10.50605366,4.429852084,480.1159908,4.775478936,10.50605366,4.429852084,,,3.53,2135.65195
3.54,227.0997331,1647.129772,3640.042415,1328.580719,479.9694466,2.485587662,1.127444939,,,479.9694466,4.786756366,10.530864,4.42951396,479.9694466,4.786756366,10.530864,4.42951396,,,3.54,2135.000092
3.55,227.090418,1647.1249,3640.012924,1328.225252,479.8227648,2.484929977,1.127146618,,,479.8227648,4.798030815,10.55566779,4.429174144,479.8227648,4.798030815,10.55566779,4.429174144,,,3.55,2134.347622
3.56,227.0810908,1647.120023,3639.9834,1327.869444,479.6759451,2.484271656,1.126848008,,,479.6759451,4.809302281,10.58046502,4.428832631,479.6759451,4.809302281,10.58046502,4.428832631,,,3.56,2133.694539
3.57,227.0717516,1647.115142,3639.953844,1327.513293,479.5289875,2.483612697,1.126549109,,,479.5289875,4.820570761,10.60525567,4.428489419,479.5289875,4.820570761,10.60525567,4.428489419,,,3.57,2133.040842
3.58,227.0624002,1647.110255,3639.924255,1327.156799,479.3818916,2.482953101,1.126249921,,,479.3818916,4.831836252,10.63003976,4.428144503,479.3818916,4.831836252,10.63003976,4.428144503,,,3.58,2132.38653
3.59,227.0530368,1647.105364,3639.894634,1326.799962,479.2346572,2.482292865,1.125950443,,,479.2346572,4.843098752,10.65481725,4.427797881,479.2346572,4.843098752,10.65481725,4.427797881,,,3.59,2131.731602
3.6,227.0436612,1647.100467,3639.86498,1326.442781,479.087284,2.481631988,1.125650674,,,479.087284,4.854358256,10.67958816,4.427449547,479.087284,4.854358256,10.67958816,4.427449547,,,3.6,2131.076057
3.61,227.0342735,1647.095566,3639.835293,1326.085255,478.9397719,2.480970471,1.125350614,,,478.9397719,4.865614763,10.70435248,4.4270995,478.9397719,4.865614763,10.70435248,4.4270995,,,3.61,2130.419893
3.62,227.0248735,1647.09066,3639.805573,1325.727383,478.7921206,2.48030831,1.125050263,,,478.7921206,4.876868269,10.72911019,4.426747736,478.7921206,4.876868269,10.72911019,4.426747736,,,3.62,2129.763111
3.63,227.0154613,1647.085748,3639.77582,1325.369166,478.6443298,2.479645506,1.124749619,,,478.6443298,4.888118771,10.7538613,4.42639425,478.6443298,4.888118771,10.7538613,4.42639425,,,3.63,2129.105708
